Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
Median Total Return [%],BTC-USD,SMA,23,47,false,41,46.34146341463415,2.213855934277111,0.010638297872340425,23.502535589879578,8.225238095555573,0.3191489361702128,0.6382978723404256,7.5008092308126315,1.8530575890435332,0,0,3854,3855 days 00:00:00,1000.0,156399.13237409346,15539.913237409346,16849.363178946536,100.0,4012.958715358946,69.48456429168004,846 days 00:00:00,41,0,0.0,380.91886511364027,-23.686119766089792,62.54879052987769,-10.219230040118797,85 days 00:00:00,25 days 10:54:32.727272727,3790.2227408315493,1.19943388204983,0.8828552283549542,1.2842441395548612,0.5570328767305917,10.66535886772756,1.1387548119903004,0.43789630734800444,-0.0368118495452016,None,None,0.001657414013399654,0.41766833137671283,155.39913237409402,0.3913498013913077,0.41908430480756825,-0.0777150998307973,3854,2.2488713135811422,53 days 01:10:14.634146341
Most Avg Winning Trade Duration,BTC-USD,SMA,26,58,false,37,43.24324324324324,2.6818261648138377,0.009600415153087702,24.88490808421686,7.333920231119355,0.28801245459263103,0.5760249091852621,7.1671634596473055,1.7393939695056768,0,0,3854,3855 days 00:00:00,1000.0,122601.57556060456,12160.157556060456,16849.363178946536,100.0,2643.4327236511995,70.52862564098241,819 days 00:00:00,37,0,0.0,363.87751549456755,-22.236297810979764,70.82654879001947,-10.118246739251791,99 days 22:30:00,27 days 13:42:51.428571428,3286.5290692055287,1.1433442593243248,0.817653336857592,1.2686682410092898,0.3626238873299116,10.706938720949836,1.1218266403477901,0.4384328358208956,-0.03724196314183685,None,None,0.0016077912878056475,0.40516340452702315,121.60157556060415,0.3693808666527838,0.4264806761844879,-0.27830165289245434,3854,2.2163472733308414,58 days 20:45:24.324324323
Least Worst Trade [%],BTC-USD,SMA,59,60,false,114,55.26315789473685,2.000197453093541,0.029579657498702647,7.791081010319836,7.058356394163786,0.8873897249610794,1.7747794499221587,6.913725234897208,1.7100355756794472,0,0,3854,3855 days 00:00:00,1000.0,158233.92477075747,15723.392477075748,16849.363178946536,100.0,11034.31263213257,63.71184747530244,827 days 00:00:00,114,0,0.0,305.1420333835698,-46.57200503360256,19.443129362368232,-6.602625777504659,26 days 17:08:34.285714286,12 days 04:42:21.176470588,1379.2449541294518,1.1423164105322292,0.965645862651872,1.2656258781646768,-0.04816133018087494,16.167438662314876,1.1924330562949153,0.4770114942528736,-0.0409107726190659,None,None,0.001742531183849166,0.43911785832998984,157.2339247707568,0.3924109972751417,0.4626375139436985,-0.0668257126345108,3854,2.190713729050955,20 days 05:15:47.368421052
Median Expectancy,BTC-USD,SMA,23,46,false,41,46.34146341463415,2.1768475223615806,0.010638297872340425,22.841015037750676,7.993724179724865,0.3191489361702128,0.6382978723404256,7.289685650345961,1.7978530893995452,0,0,3854,3855 days 00:00:00,1000.0,130506.72489341126,12950.672489341125,16849.363178946536,100.0,3534.294540380746,67.69658556478093,909 days 00:00:00,41,0,0.0,381.0707339436917,-24.255086556383414,60.91795599756804,-10.043615791182505,84 days 10:06:18.947368421,25 days 22:54:32.727272727,3158.700607156372,1.1643330664884033,0.865679219463952,1.2748726241879003,0.5615003771427716,10.605652580294079,1.144872759339264,0.4341517857142857,-0.03724196314183697,None,None,0.0016115001648858306,0.4060980415512293,129.5067248934106,0.37498569912872126,0.419758815349178,-0.2313850469124476,3854,2.085015191271275,53 days 01:10:14.634146341
Mean Sharpe Ratio,BTC-USD,SMA,25,54,false,39,41.02564102564102,2.489329915018974,0.010119356512714063,24.680098860149457,7.2735601724514884,0.3035806953814219,0.6071613907628438,7.4924015740464105,1.8000575719467906,0,0,3854,3855 days 00:00:00,1000.0,148410.55979875178,14741.055979875178,16849.363178946536,100.0,3588.9504694019124,69.66389837915168,818 days 00:00:00,39,0,0.0,407.8407442168551,-23.15242630458037,73.48083155650883,-9.268236928622285,92 days 19:30:00,30 days 05:13:02.608695652,3779.757943557738,1.1799109935384569,0.869113976523062,1.2783265964354444,0.3846608452186963,10.854186495859375,1.118400699332787,0.4427395209580839,-0.03692469067356425,None,None,0.0016557834191413263,0.41725742162361423,147.41055979875213,0.38658945717781656,0.42559937775571016,-0.12512681795034905,3854,2.0624290125917404,55 days 21:32:18.461538460
Most Avg Losing Trade Duration,BTC-USD,SMA,60,61,false,115,50.43478260869565,2.212735032691811,0.029839128178515827,7.523583788223855,6.220496931104542,0.8951738453554748,1.7903476907109497,6.734915430558459,1.6169651928937558,0,0,3854,3855 days 00:00:00,1000.0,114811.04414224808,11381.104414224808,16849.363178946536,100.0,7276.835536521942,66.60284188767378,840 days 00:00:00,115,0,0.0,316.24333008472865,-44.06682243686183,20.806535093090393,-5.992401750061392,29 days 23:10:20.689655172,9 days 23:34:44.210526315,989.6612534108524,1.0889492161939236,0.8511787952231776,1.251270558383343,-0.1265308949022162,16.0488384895131,1.183878976862698,0.4764458062045193,-0.040969246659209514,None,None,0.0016585363632056044,0.4179511635278123,113.81104414224754,0.36351654131026323,0.46191713597638906,-0.3245380081518082,3854,1.9772933216351027,20 days 01:27:39.130434781
Mean Expectancy,BTC-USD,SMA,14,30,false,68,44.776119402985074,1.8901855767221036,0.017384535547483135,13.876379213432696,7.667919992687066,0.5293201868188895,1.0508562532433834,7.345047637623949,1.964833664874491,0,0,3854,3855 days 00:00:00,1000.0,218000.00928441877,21700.000928441877,16849.363178946536,100.0,11080.762637905416,59.22979644302397,841 days 00:00:00,67,1,-21765.177291756554,234.2826122013284,-27.994218437580397,39.35935441090838,-6.785492568304349,52 days 04:48:00,15 days 09:43:47.027027027,3563.6595011369454,1.2849074867649743,1.1227200901269168,1.3080278625454886,0.3684213975742247,10.626267737343888,1.1774502101743383,0.43148904567396956,-0.035541688876132245,None,None,0.001725518564207558,0.43483067818030463,217.0000092844182,0.42188372502222227,0.40728130825546693,0.28788255662720036,3854,1.9000247814105455,31 days 21:08:03.582089552
Mean Win Rate [%],BTC-USD,SMA,38,41,false,82,47.5609756097561,2.0862350100925697,0.02127659574468085,10.532653033365081,7.566282341153771,0.6382978723404256,1.2765957446808511,6.72297002129686,1.747621692612397,0,0,3854,3855 days 00:00:00,1000.0,119321.03697840298,11832.103697840297,16849.363178946536,100.0,6588.514767626608,60.74088479634918,902 days 00:00:00,82,0,0.0,319.0977523993128,-24.374666564171086,29.99531175710457,-7.119525809096318,37 days 03:04:36.923076923,17 days 22:53:01.395348837,1442.9394753463775,1.1448291518299112,0.9427520777417742,1.2654638299752878,0.405477437705001,10.507720106793144,1.1876383374831272,0.4449025487256372,-0.036811849545201565,None,None,0.001592898214068077,0.4014103499451554,118.32103697840316,0.3669551460410283,0.42198211861362617,-0.2977714604297544,3854,1.8569122383077679,27 days 01:45:21.951219511
Mean Calmar Ratio,BTC-USD,SMA,11,18,false,114,44.73684210526316,1.6216571160192155,0.029579657498702647,7.812430462606632,5.729565050229196,0.8873897249610794,1.7747794499221587,6.932670519490057,1.9516338328408709,0,0,3854,3855 days 00:00:00,1000.0,200342.85419609834,19934.285419609834,16849.363178946536,100.0,14682.438832037438,70.86927918411291,1505 days 00:00:00,114,0,0.0,234.78157104505502,-34.60670679523021,25.702684027464535,-6.670155756564052,31 days 18:49:24.705882353,8 days 19:02:51.428571428,1748.6215280359525,1.2661590634874782,0.9196121410632769,1.2995734855467735,0.4847712399165547,10.690955051189714,1.2353149500295433,0.4373601789709172,-0.03528444913840411,None,None,0.001704541351718571,0.4295444206330799,199.34285419609887,0.41405450889342776,0.4082873986070248,0.18308835817118252,3854,1.5263537443260558,19 days 01:53:41.052631577
Mean Max Drawdown [%],BTC-USD,SMA,6,33,false,71,42.25352112676056,1.7715078010409235,0.01842241826673586,12.266656256357606,6.778406478001992,0.5526725480020758,1.1053450960041515,6.779444168666762,1.947376637796435,0,0,3854,3855 days 00:00:00,1000.0,190098.57811378836,18909.857811378835,16849.363178946536,100.0,8902.484022506054,67.06022873827175,1049 days 00:00:00,71,0,0.0,199.7196720931452,-18.823634981012923,39.022924746924666,-7.311101175764632,55 days 12:00:00,11 days 20:29:16.097560975,2663.3602551237805,1.2621377335376793,0.9596364797506451,1.3011051636733237,0.5506104212491699,10.558392050516167,1.1772435228776637,0.4336184455187802,-0.03572205395709364,None,None,0.001685130902786613,0.42465298750222646,189.0985781137876,0.4092110844097754,0.40492407127173613,0.12228916965876252,3854,1.499680744604515,30 days 07:05:54.929577463
Least Avg Losing Trade [%],BTC-USD,SMA,36,64,false,35,54.285714285714285,2.0105375376039936,0.00908147379346134,25.905374255256255,9.066165239452365,0.27244421380384015,0.5448884276076803,7.057769322267531,1.6217161799745032,0,0,3854,3855 days 00:00:00,1000.0,104473.53674511123,10347.353674511121,16849.363178946536,100.0,2431.033049622521,64.93949741813853,756 days 00:00:00,35,0,0.0,336.7991457379198,-39.86251901187187,60.90354243216428,-15.65495045482202,90 days 05:03:09.473684211,32 days 12:00:00,2956.3867641460347,1.0904271886152217,0.851520929385858,1.2562435969862156,-0.13999923146889248,17.906212064823965,1.106244361525176,0.4552661381653454,-0.039405081801770325,None,None,0.001607022804361438,0.40496974669908237,103.47353674511156,0.3551324174803232,0.446963511809739,-0.3858905191479134,3854,1.2703333138924298,63 days 19:53:08.571428571
Median Avg Winning Trade [%],BTC-USD,SMA,41,58,false,42,50.0,2.1455438825224884,0.010897768552153606,20.228301434196673,7.824540985782466,0.3269330565646082,0.6538661131292164,6.613300416992166,1.564857061259044,0,0,3854,3855 days 00:00:00,1000.0,85843.87911990927,8484.387911990925,16849.363178946536,100.0,1906.5186643509799,68.88544646917197,965 days 00:00:00,42,0,0.0,287.2025418807264,-38.933699831200265,53.751652468490754,-13.295049600097405,79 days 11:25:42.857142858,28 days 13:42:51.428571428,2020.0923599978405,1.0550892244458372,0.7612076625441516,1.2466543290311547,-0.15254363184741726,17.91968188491239,1.1118808880548148,0.4635535307517084,-0.0393598685525989,None,None,0.001557416879092274,0.39246905353125305,84.84387911990943,0.3378453146417131,0.4476745360451028,-0.49645646414742484,3854,1.098488311884348,54 days 00:34:17.142857143
Median Profit Factor,BTC-USD,SMA,44,61,false,41,51.21951219512195,2.2645953967333683,0.010638297872340425,19.48160197420159,7.5357089972045195,0.3191489361702128,0.6382978723404256,6.217532544957954,1.5192155886119514,0,0,3854,3855 days 00:00:00,1000.0,75437.70660773838,7443.770660773837,16849.363178946536,100.0,1532.4470200404296,69.89495250274345,730 days 00:00:00,41,0,0.0,261.1364088042982,-43.996918657142054,50.034929658132384,-12.599392093925745,83 days 13:42:51.428571428,26 days 21:36:00,1815.5538197009355,1.0266817555635184,0.723691995690959,1.2366539865077264,-0.14773180512842415,17.042599317563436,1.097580439481372,0.4719358533791524,-0.04030813805907775,None,None,0.0015332245828302042,0.38637259487321146,74.43770660773839,0.3265917777813101,0.4529149246000351,-0.5582164986463756,3854,1.0931421098934078,55 days 22:14:38.048780487
Most Worst Trade [%],BTC-USD,SMA,2,7,false,313,38.33865814696485,1.3074580244553453,0.08121432278152568,2.3756986738357573,1.4931327756784731,2.4364296834457706,4.872859366891541,5.788222767856191,2.088238085992496,0,0,3854,3855 days 00:00:00,1000.0,194737.5267156845,19373.75267156845,16849.363178946536,100.0,51270.251221756815,68.7929437422068,1104 days 00:00:00,313,0,0.0,126.92322618815119,-12.510609794685355,12.10779551058372,-3.675345991499764,11 days 13:24:00,3 days 14:55:20.207253886,618.9697339159229,1.2691685296006792,0.9409257539342774,1.3089445122580257,1.2740047329221726,12.519938067608184,1.5840038199030355,0.3916967509025271,-0.03398688826092545,None,None,0.001683397075565679,0.4242160630425511,193.73752671568434,0.41143382751818636,0.40226660131713904,0.1498210624230693,3854,0.8777486516305104,6 days 15:56:55.974440893
Mean Avg Losing Trade [%],BTC-USD,SMA,56,61,false,59,44.06779661016949,2.038403648941124,0.015308770108977686,14.454990983325633,6.922633368326882,0.45926310326933056,0.9185262065386611,6.638644016732322,1.5370816406352437,0,0,3854,3855 days 00:00:00,1000.0,84298.6823729282,8329.86823729282,16849.363178946536,100.0,3256.586276696834,63.356021216868584,756 days 00:00:00,59,0,0.0,333.5535353320541,-26.475853882051915,44.196987381077875,-8.978097087630672,64 days 05:32:18.461538461,19 days 16:43:38.181818181,1411.842074117427,1.034793586660442,0.8235080478592779,1.2374697492860156,-0.07379190227443415,16.090262942842422,1.1176826775551296,0.4798464491362764,-0.041061339437325074,None,None,0.0015801371834598577,0.39819457023188415,83.29868237292852,0.3362577295771101,0.4631138476634937,-0.5056271178425852,3854,0.8640529297354957,39 days 07:43:43.728813557
Least Best Trade [%],BTC-USD,SMA,2,4,false,531,40.11299435028249,1.287128303374684,0.13777893098079916,1.2928003797100753,0.850132693891038,4.133367929423975,8.26673585884795,5.343619628640763,2.0586629873503104,0,0,3854,3855 days 00:00:00,1000.0,168954.75745801043,16795.475745801043,16849.363178946536,100.0,62276.629664462096,64.61272929967949,1085 days 00:00:00,531,0,0.0,72.38504286094208,-14.439583480920101,7.614337180965706,-2.9414365343385094,6 days 05:38:01.690140845,2 days 11:28:18.113207547,316.298978263673,1.2426339059016296,0.9677470685943887,1.296679369106411,1.317798089242972,12.378078699861002,1.8139404048333627,0.4007994186046511,-0.03471035590443785,None,None,0.001645084366938052,0.4145612604683891,167.9547574580091,0.3983908465710362,0.4015056661780733,-0.0031981881198232167,3854,0.8414991295882465,3 days 23:38:18.305084745
Most Total Fees Paid,BTC-USD,SMA,2,3,false,714,40.61624649859944,1.269775458696291,0.1852620653866113,0.9195739914822225,0.6122892444548022,5.55786196159834,11.11572392319668,5.1108653081342,1.987465577728083,0,0,3854,3855 days 00:00:00,1000.0,137149.3186000266,13614.931860002658,16849.363178946536,100.0,64510.17537932565,62.519415572047876,1036 days 00:00:00,714,0,0.0,72.38504286094208,-13.559872067489728,6.158907143462762,-2.6639321737874857,4 days 07:31:51.724137931,1 days 22:55:28.301886792,190.68532016810468,1.1999803919270273,0.949317982341201,1.2863534263907137,1.29471573807777,12.44802115822813,2.0557722665481473,0.3866906474820144,-0.03443617149326231,None,None,0.0015926466325828688,0.40134695141088295,136.14931860002562,0.3794552003278646,0.4025241862630343,-0.19196163585489898,3854,0.7807629298692711,2 days 21:54:57.478991596
Most Total Trades,BTC-USD,SMA,2,3,false,714,40.61624649859944,1.269775458696291,0.1852620653866113,0.9195739914822225,0.6122892444548022,5.55786196159834,11.11572392319668,5.1108653081342,1.987465577728083,0,0,3854,3855 days 00:00:00,1000.0,137149.3186000266,13614.931860002658,16849.363178946536,100.0,64510.17537932565,62.519415572047876,1036 days 00:00:00,714,0,0.0,72.38504286094208,-13.559872067489728,6.158907143462762,-2.6639321737874857,4 days 07:31:51.724137931,1 days 22:55:28.301886792,190.68532016810468,1.1999803919270273,0.949317982341201,1.2863534263907137,1.29471573807777,12.44802115822813,2.0557722665481473,0.3866906474820144,-0.03443617149326231,None,None,0.0015926466325828688,0.40134695141088295,136.14931860002562,0.3794552003278646,0.4025241862630343,-0.19196163585489898,3854,0.7807629298692711,2 days 21:54:57.478991596
Least Avg Winning Trade [%],BTC-USD,SMA,2,3,false,714,40.61624649859944,1.269775458696291,0.1852620653866113,0.9195739914822225,0.6122892444548022,5.55786196159834,11.11572392319668,5.1108653081342,1.987465577728083,0,0,3854,3855 days 00:00:00,1000.0,137149.3186000266,13614.931860002658,16849.363178946536,100.0,64510.17537932565,62.519415572047876,1036 days 00:00:00,714,0,0.0,72.38504286094208,-13.559872067489728,6.158907143462762,-2.6639321737874857,4 days 07:31:51.724137931,1 days 22:55:28.301886792,190.68532016810468,1.1999803919270273,0.949317982341201,1.2863534263907137,1.29471573807777,12.44802115822813,2.0557722665481473,0.3866906474820144,-0.03443617149326231,None,None,0.0015926466325828688,0.40134695141088295,136.14931860002562,0.3794552003278646,0.4025241862630343,-0.19196163585489898,3854,0.7807629298692711,2 days 21:54:57.478991596
Most Avg Losing Trade [%],BTC-USD,SMA,2,3,false,714,40.61624649859944,1.269775458696291,0.1852620653866113,0.9195739914822225,0.6122892444548022,5.55786196159834,11.11572392319668,5.1108653081342,1.987465577728083,0,0,3854,3855 days 00:00:00,1000.0,137149.3186000266,13614.931860002658,16849.363178946536,100.0,64510.17537932565,62.519415572047876,1036 days 00:00:00,714,0,0.0,72.38504286094208,-13.559872067489728,6.158907143462762,-2.6639321737874857,4 days 07:31:51.724137931,1 days 22:55:28.301886792,190.68532016810468,1.1999803919270273,0.949317982341201,1.2863534263907137,1.29471573807777,12.44802115822813,2.0557722665481473,0.3866906474820144,-0.03443617149326231,None,None,0.0015926466325828688,0.40134695141088295,136.14931860002562,0.3794552003278646,0.4025241862630343,-0.19196163585489898,3854,0.7807629298692711,2 days 21:54:57.478991596
Least Avg Losing Trade Duration,BTC-USD,SMA,2,3,false,714,40.61624649859944,1.269775458696291,0.1852620653866113,0.9195739914822225,0.6122892444548022,5.55786196159834,11.11572392319668,5.1108653081342,1.987465577728083,0,0,3854,3855 days 00:00:00,1000.0,137149.3186000266,13614.931860002658,16849.363178946536,100.0,64510.17537932565,62.519415572047876,1036 days 00:00:00,714,0,0.0,72.38504286094208,-13.559872067489728,6.158907143462762,-2.6639321737874857,4 days 07:31:51.724137931,1 days 22:55:28.301886792,190.68532016810468,1.1999803919270273,0.949317982341201,1.2863534263907137,1.29471573807777,12.44802115822813,2.0557722665481473,0.3866906474820144,-0.03443617149326231,None,None,0.0015926466325828688,0.40134695141088295,136.14931860002562,0.3794552003278646,0.4025241862630343,-0.19196163585489898,3854,0.7807629298692711,2 days 21:54:57.478991596
Least Total Fees Paid,BTC-USD,SMA,51,68,false,35,42.857142857142854,2.006951865872328,0.00908147379346134,21.31127494888177,5.88817690611948,0.27244421380384015,0.5448884276076803,5.806133548605568,1.3299430335196438,0,0,3854,3855 days 00:00:00,1000.0,38733.35349604578,3773.335349604578,16849.363178946536,100.0,844.0457308044979,74.20019447584542,1117 days 00:00:00,35,0,0.0,274.1401329644684,-26.847357698328512,66.77591336971489,-12.787203866743063,114 days 06:24:00,28 days 22:48:00,1078.0958141727367,0.9051568821962854,0.5575728292472825,1.2060322787313995,-0.13190119199959957,16.522070659291664,1.0868084995430827,0.4652223489167617,-0.04096924665920958,None,None,0.001373288402297879,0.34606867737906555,37.73335349604578,0.27002586804322104,0.46013428819773017,-0.7760547203161124,3854,0.6186836682542783,65 days 12:20:34.285714285
Median Total Fees Paid,BTC-USD,SMA,48,49,false,125,44.800000000000004,1.535893308883639,0.03243383497664764,6.5707970400418025,4.825765694981521,0.9730150492994292,1.9460300985988583,6.393484405852818,1.395934510621327,0,0,3854,3855 days 00:00:00,1000.0,46380.096018650394,4538.009601865039,16849.363178946536,100.0,5287.624451781373,67.99990986668546,1342 days 00:00:00,125,0,0.0,354.25932759332596,-44.083308510155014,21.528232388625067,-5.56857077909824,25 days 18:00:00,12 days 01:02:36.521739130,363.04076814920234,0.9477273124203943,0.6441823446934214,1.2186589819863032,-0.18273305167935736,18.060038023240914,1.1757062473753124,0.4629981024667931,-0.03927659152967141,None,None,0.0013963583214125492,0.3518822969959624,45.3800960186505,0.28507216272518776,0.44684837551750994,-0.7306717438712858,3854,0.5828465257072679,18 days 04:24:57.599999999
Median Sortino Ratio,BTC-USD,SMA,5,8,false,267,40.44943820224719,1.283882724834659,0.06927867151011936,2.488334054106113,1.6500281073461054,2.0783601453035807,4.156720290607161,5.171654326255829,1.8223181804820003,0,0,3854,3855 days 00:00:00,1000.0,103537.05311923071,10253.705311923071,16849.363178946536,100.0,25683.153247802224,64.94857450406687,1505 days 00:00:00,267,0,0.0,100.45537766029014,-25.556328852726374,11.963511355109652,-3.947635433367987,12 days 16:13:20,4 days 17:12:27.169811320,384.03390681359815,1.147115947575217,0.849364291962038,1.2699360879263022,0.8804818481831329,10.728778195028688,1.4489127179123256,0.4064210142283837,-0.03477567614808877,None,None,0.0015212465170578446,0.38335412229857685,102.53705311922987,0.3543350146772608,0.4021971436964411,-0.3914484955291848,3854,0.44409501864098305,7 days 22:28:18.876404493
Least Win Rate [%],BTC-USD,SMA,7,17,false,121,38.01652892561984,1.4850161774002055,0.031395952257394916,5.182916297589742,3.230106349940769,0.9418785677218474,1.8837571354436948,4.881677778996046,1.5247306063776027,0,0,3854,3855 days 00:00:00,1000.0,47836.65897396624,4683.665897396624,16849.363178946536,100.0,4461.323666665113,76.07240886942186,1505 days 00:00:00,121,0,0.0,140.6272831905541,-24.799338725140533,24.044496556177304,-6.385519594343962,31 days 12:00:00,9 days 06:24:00,387.07982623112616,0.9987389076131982,0.5813669150876324,1.2311231152902113,0.564086878609262,10.809866130180263,1.2138441943738583,0.419889502762431,-0.0358150538808272,None,None,0.0013207269614648775,0.33282319428914914,46.83665897396622,0.28767237255521505,0.40105854821217884,-0.722027126624648,3854,0.3697292865232518,17 days 17:15:22.314049586
Least Avg Winning Trade Duration,BTC-USD,SMA,6,8,false,313,41.66666666666667,1.2135594342365952,0.08095485210171251,1.968206790556541,1.3444035454621184,2.4364296834457706,4.865075246497145,4.79539744767149,1.5746681657935353,0,0,3854,3855 days 00:00:00,1000.0,51389.407751828774,5038.940775182878,16849.363178946536,100.0,18196.305139997727,68.38096758812597,1093 days 00:00:00,312,1,-4026.2158255474133,114.5511475162294,-24.287466331403223,10.426124158297482,-4.073162757829847,10 days 07:12:00,4 days 08:02:38.241758241,174.40904992748904,1.0078971271370045,0.6611136971318322,1.2330153806120179,0.7784062095315396,10.690212048241627,1.444734213759812,0.41157085316733805,-0.03579117346604296,None,None,0.001342945561019427,0.3384222813768956,50.389407751828614,0.2937167733459698,0.4041000492188015,-0.7009417672544985,3854,0.35124915821338554,6 days 19:41:32.307692307
Most Max Drawdown [%],BTC-USD,SMA,19,20,false,248,46.15384615384615,1.183743086325265,0.06408925791385574,2.4349294535147976,1.8423173670982076,1.9304618578100674,3.8531395952257395,4.700538436468628,1.4191969886487543,0,0,3854,3855 days 00:00:00,1000.0,40103.617549015005,3910.3617549015007,16849.363178946536,100.0,15883.133214593685,84.16136884088237,1549 days 00:00:00,247,1,-3581.3517715989656,117.80540981673052,-28.08415283472864,10.451319440965648,-4.436261964300217,12 days 22:18:56.842105263,5 days 01:48:16.240601503,172.8136409741462,0.9549342694068128,0.4971179766293372,1.2191747653813019,0.20656702595280454,10.618463071865264,1.3150649154674752,0.4288361749444033,-0.037138619112688086,None,None,0.0012916675108307863,0.32550021272935814,39.103617549015134,0.2729154191367389,0.410226734141875,-0.7679222820843734,3854,0.35006206625863645,8 days 16:48:34.979757084
Mean Worst Trade [%],BTC-USD,SMA,9,10,false,354,43.50282485875706,1.3012274733158367,0.09185262065386611,1.5473974040354275,1.103543577945058,2.7555786196159833,5.5111572392319665,4.263975202609299,1.2673400570383073,0,0,3854,3855 days 00:00:00,1000.0,24066.269495871617,2306.6269495871616,16849.363178946536,100.0,6393.402872832793,77.98827255014628,1111 days 00:00:00,354,0,0.0,142.26827796940862,-27.41822370508843,8.888107446274072,-4.1049493284883285,8 days 18:51:25.714285714,4 days 00:00:00,65.1589533781684,0.8507370362015662,0.4506242570842545,1.1936593782849365,0.2247866887882928,11.60080863151766,1.4326008517256472,0.4193667157584684,-0.0367394634638567,None,None,0.0011710971840221073,0.295116490373571,23.066269495871605,0.2311251628451867,0.41748829077572125,-0.8631030190820911,3854,0.2867903320511022,6 days 01:57:57.966101694
Least Total Return [%],BTC-USD,SMA,8,9,false,377,42.44031830238727,1.127374980453667,0.09782044628956928,1.2224095956206233,0.8504828251480616,2.934613388687078,5.869226777374156,3.5872995657678386,1.053684460340898,0,0,3854,3855 days 00:00:00,1000.0,10732.101113743343,973.2101113743344,16849.363178946536,100.0,5168.4792738278375,77.246043853079,1485 days 00:00:00,377,0,0.0,126.97128504564968,-24.78482617724777,8.543943019377073,-4.175956062448649,7 days 23:33:00,4 days 00:06:38.156682027,25.814591813642835,0.7009363824690471,0.3261676141898619,1.156408940447907,0.5148064889974658,10.48954859482148,1.454569884806904,0.4079620160701243,-0.03763699738034643,None,None,0.0009469016577681404,0.2386192177575714,9.732101113743338,0.1678189052268011,0.4097066156179296,-0.9422405404264553,3854,0.16774612747589274,5 days 16:36:55.384615384
Least Profit Factor,BTC-USD,SMA,8,9,false,377,42.44031830238727,1.127374980453667,0.09782044628956928,1.2224095956206233,0.8504828251480616,2.934613388687078,5.869226777374156,3.5872995657678386,1.053684460340898,0,0,3854,3855 days 00:00:00,1000.0,10732.101113743343,973.2101113743344,16849.363178946536,100.0,5168.4792738278375,77.246043853079,1485 days 00:00:00,377,0,0.0,126.97128504564968,-24.78482617724777,8.543943019377073,-4.175956062448649,7 days 23:33:00,4 days 00:06:38.156682027,25.814591813642835,0.7009363824690471,0.3261676141898619,1.156408940447907,0.5148064889974658,10.48954859482148,1.454569884806904,0.4079620160701243,-0.03763699738034643,None,None,0.0009469016577681404,0.2386192177575714,9.732101113743338,0.1678189052268011,0.4097066156179296,-0.9422405404264553,3854,0.16774612747589274,5 days 16:36:55.384615384
Least Expectancy,BTC-USD,SMA,8,9,false,377,42.44031830238727,1.127374980453667,0.09782044628956928,1.2224095956206233,0.8504828251480616,2.934613388687078,5.869226777374156,3.5872995657678386,1.053684460340898,0,0,3854,3855 days 00:00:00,1000.0,10732.101113743343,973.2101113743344,16849.363178946536,100.0,5168.4792738278375,77.246043853079,1485 days 00:00:00,377,0,0.0,126.97128504564968,-24.78482617724777,8.543943019377073,-4.175956062448649,7 days 23:33:00,4 days 00:06:38.156682027,25.814591813642835,0.7009363824690471,0.3261676141898619,1.156408940447907,0.5148064889974658,10.48954859482148,1.454569884806904,0.4079620160701243,-0.03763699738034643,None,None,0.0009469016577681404,0.2386192177575714,9.732101113743338,0.1678189052268011,0.4097066156179296,-0.9422405404264553,3854,0.16774612747589274,5 days 16:36:55.384615384
Least Sharpe Ratio,BTC-USD,SMA,8,9,false,377,42.44031830238727,1.127374980453667,0.09782044628956928,1.2224095956206233,0.8504828251480616,2.934613388687078,5.869226777374156,3.5872995657678386,1.053684460340898,0,0,3854,3855 days 00:00:00,1000.0,10732.101113743343,973.2101113743344,16849.363178946536,100.0,5168.4792738278375,77.246043853079,1485 days 00:00:00,377,0,0.0,126.97128504564968,-24.78482617724777,8.543943019377073,-4.175956062448649,7 days 23:33:00,4 days 00:06:38.156682027,25.814591813642835,0.7009363824690471,0.3261676141898619,1.156408940447907,0.5148064889974658,10.48954859482148,1.454569884806904,0.4079620160701243,-0.03763699738034643,None,None,0.0009469016577681404,0.2386192177575714,9.732101113743338,0.1678189052268011,0.4097066156179296,-0.9422405404264553,3854,0.16774612747589274,5 days 16:36:55.384615384
