Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio
WBD,TRUE,41,54,,,62,54.09836066,1.526331124,12.37824675,46.08488263,34.91278987,0.2642045455,1,12.17583547,0.8125687182,0,0,4928,4929 days 00:00:00,1000,5144.000464,414.4000464,29.95502912,100,370.9581819,61.97619022,1961 days 00:00:00,61,1,1332.822624,82.81460298,-20.42099999,10.84764864,-6.076350881,50 days 02:10:54.545454545,28 days 18:00:00,0.5532304025,0.2080563101,1.124363669
TEAM,FALSE,,,5,65,34,39.39393939,2.3660739,14.49275362,110.3180254,32.923194,0.3135704875,1,34.59247701,1.453488303,0,0,2277,2278 days 00:00:00,1000,6920.997438,592.0997438,1091.000003,100,171.0115556,37.73324912,456 days 00:00:00,33,1,2280.502599,62.02156122,-13.13577114,24.74268661,-5.710311028,98 days 11:04:36.923076924,6 days 22:48:00,0.9383589262,0.9630388,1.194436959
SO,FALSE,,,85,89,34,45.45454545,1.729235458,3.044842222,93.7407434,32.27987032,0.06587931353,1,6.175575825,0.5258854136,0,0,10838,10839 days 00:00:00,1000,4726.340104,372.6340104,2141.910908,100,245.5012097,43.48306127,1237 days 00:00:00,33,1,632.8955714,79.21439607,-11.56729064,19.75369151,-5.910346079,406 days 08:00:00,63 days 08:00:00,0.3663093174,0.1234820886,1.069180761
SLB,TRUE,71,78,,,145,56.25,1.196631005,13.28658424,34.00542726,28.98189823,0.2809558959,1,9.554025282,0.5078955613,0,0,10838,10839 days 00:00:00,1000,5969.004335,496.9004335,170.7830032,100,1334.647918,77.25569248,2643 days 00:00:00,144,1,72.22280958,32.45503985,-56.71643452,8.995011563,-7.1777676,46 days 10:04:26.666666666,33 days 17:54:17.142857143,0.3536760017,0.08026482888,1.070263309
BKR,TRUE,25,30,,,241,49.37759336,1.355688776,25.3497423,38.48373008,28.79142386,0.5323445882,2,20.48660544,0.649553651,0,0,9507,9508 days 00:00:00,1000,10274.57895,927.457895,119.0603986,100,1753.321285,53.95972186,2290 days 00:00:00,241,0,0,75.21726539,-22.82246392,8.614702275,-5.398748053,26 days 16:56:28.235294117,15 days 08:51:08.852459016,0.4378745586,0.1733779265,1.08903309
MMC,TRUE,47,50,,,298,53.3557047,1.281699005,22.78810125,35.50642563,28.70409638,0.4785501262,1,16.99160447,0.6089938865,0,0,13077,13078 days 00:00:00,1000,11580.91484,1058.091484,7097.616772,100,4299.399433,57.71700127,5134 days 00:00:00,298,0,0,61.99581935,-41.30560052,5.059581454,-3.396676017,33 days 00:45:16.981132075,17 days 20:43:09.928057554,0.4299975909,0.1225826287,1.088985928
XEL,FALSE,,,61,73,62,42.62295082,1.581358086,4.665035179,45.28463135,27.02939429,0.09957173448,1,4.509069289,0.4560529251,0,0,13076,13077 days 00:00:00,1000,4286.381055,328.6381055,839.8620605,100,314.1401275,48.00695793,2040 days 00:00:00,61,1,524.0185425,38.77906977,-11.03946701,13.4229381,-5.060059708,241 days 12:55:23.076923076,47 days 04:06:51.428571428,0.3286697337,0.08636283516,1.064335245
XEL,FALSE,,,64,81,55,50,1.481641436,4.12119362,40.51404361,25.1120105,0.08814775242,1,3.571221886,0.4153893536,0,0,13103,13104 days 00:00:00,1000,3657.3996,265.73996,818.6206686,100,297.6452076,50.73193224,1607 days 00:00:00,54,1,469.6412455,44.53134328,-13.61678921,11.50116848,-5.893102391,252 days 08:53:20,42 days 23:06:40,0.3016111449,0.07249892609,1.058594827
ELV,FALSE,,,35,88,34,38.23529412,1.584080773,5.831903945,83.39697869,24.88890548,0.1224699828,1,10.21362655,0.6501444805,0,0,5830,5831 days 00:00:00,1000,3835.497275,283.5497275,1688.141683,100,171.4075211,54.62304958,1527 days 00:00:00,34,0,0,83.25542444,-22.20767327,29.91572733,-8.11480307,239 days 22:09:13.846153848,38 days 00:00:00,0.4581517687,0.1607202132,1.084677956
SLB,FALSE,,,23,89,64,34.375,1.376778497,5.905148551,48.17671815,24.33167584,0.1240081196,1,5.974304226,0.4518779154,0,0,10838,10839 days 00:00:00,1000,4083.309962,308.3309962,170.7830032,100,331.8674481,48.93735944,2575 days 00:00:00,64,0,0,127.032948,-15.85058699,24.40688835,-6.791371741,183 days 18:32:43.636363638,42 days 05:42:51.428571429,0.3093731811,0.09914189947,1.061285479
DUK,FALSE,,,69,80,44,41.86046512,1.50175706,3.808342928,57.04993216,23.57435213,0.08183508989,1,4.668686327,0.4528323711,0,0,11291,11292 days 00:00:00,1000,3765.858321,276.5858321,1569.461773,100,253.4555582,48.27459076,2937 days 00:00:00,43,1,312.7112383,46.65574208,-21.43568884,17.9886785,-6.25702024,323 days 18:40:00,63 days 12:28:48,0.3256482088,0.09071503736,1.061166256
REGN,FALSE,,,7,16,232,34.05172414,1.402153051,27.2973291,43.12430114,22.24934554,0.573243911,2,24.72074305,0.7511448685,0,0,8499,8500 days 00:00:00,1000,11004.83786,1000.483786,3272.307808,100,1660.322472,90.09288143,3560 days 00:00:00,232,0,0,125.9468932,-43.29411765,19.21366182,-6.296828112,39 days 08:48:36.455696202,8 days 11:36:28.235294117,0.4477145934,0.1204061387,1.112984644
CEG,FALSE,,,5,6,38,44.73684211,3.001149258,51.42083897,56.41062911,22.01516747,1.079837618,3,60.91431939,2.767931584,0,0,739,740 days 00:00:00,1000,3143.603906,214.3603906,439.3809364,100,133.0956993,23.60449073,201 days 00:00:00,38,0,0,40.22536531,-6.8823329,11.37281252,-2.687520638,20 days 00:00:00,5 days 00:00:00,1.58961051,3.216984029,1.37923983
HON,FALSE,,,76,79,70,34.7826087,1.362574658,4.351939451,36.61558285,19.29674985,0.09271523179,1,3.394822251,0.3689420891,0,0,15855,15856 days 00:00:00,1000,3984.588814,298.4588814,2661.843792,100,251.0249431,64.33838565,5119 days 00:00:00,69,1,458.1135974,103.2300567,-24.98234193,25.49079288,-8.029540457,287 days 02:00:00,56 days 22:56:00,0.2532548353,0.05025764748,1.048760435
MMM,TRUE,68,80,,,158,51.59235669,1.305058568,9.885404861,24.30396167,18.99846454,0.2089157537,1,5.07748047,0.3980170985,0,0,15882,15883 days 00:00:00,1000,4753.502463,375.3502463,4212.650391,100,822.3536864,58.26834488,5078 days 00:00:00,157,1,-62.21951942,82.46124114,-19.51685181,8.381830199,-5.706565954,73 days 13:37:46.666666666,42 days 15:09:28.421052631,0.2785457066,0.06259549848,1.056148473
PDD,FALSE,,,3,4,122,38.52459016,1.361417837,75.4950495,32.54462362,18.9964892,1.58539604,4,51.5961174,1.429077265,0,0,1616,1617 days 00:00:00,1000,4970.444082,397.0444082,264.9812515,100,691.0954256,52.61879868,905 days 00:00:00,122,0,0,52.00552545,-24.78112911,13.1080245,-4.938054508,11 days 23:29:21.702127659,3 days 13:45:36,0.8895148992,0.8288558212,1.207550683
SO,TRUE,83,87,,,176,56.57142857,1.743813554,16.14689057,20.823532,17.84874171,0.3410223288,1,7.101289376,0.5387002758,0,0,10838,10839 days 00:00:00,1000,4807.804667,380.7804667,2144.229866,100,799.9892548,38.98376786,2635 days 00:00:00,175,1,163.6865675,27.01839953,-13.70155672,4.135940473,-2.999801157,45 days 23:30:54.545454545,27 days 15:47:22.105263158,0.3685730453,0.1392896346,1.073874867
ABBV,FALSE,,,4,88,38,42.10526316,2.352241727,12.59529334,44.54791569,16.36287078,0.2645011601,1,11.78297538,0.8865387596,0,0,3017,3018 days 00:00:00,1000,2692.820796,169.2820796,406.8621866,100,130.929711,39.70871776,987 days 00:00:00,38,0,0,57.08847472,-7.946566056,11.80239449,-3.09613193,101 days 00:00:00,15 days 21:49:05.454545454,0.6354283314,0.3205205935,1.124719338
KDP,TRUE,54,61,,,58,51.72413793,1.422562002,13.84578658,22.02386659,15.16795219,0.2907615183,1,6.403692887,0.6974780181,0,0,4189,4190 days 00:00:00,1000,2277.384262,127.7384262,26.5490214,100,252.7086906,40.31411639,741 days 00:00:00,58,0,0,51.33185311,-16.02248705,8.421094441,-4.834220542,58 days 16:48:00,25 days 12:00:00,0.4452047141,0.1843731172,1.096487617
VRSK,FALSE,,,11,71,41,35,2.287149292,10.44113808,47.09955335,15.13759749,0.2247454973,1,10.58541254,0.8457615298,0,0,3831,3832 days 00:00:00,1000,2898.557004,189.8557004,918.7362042,100,140.8106035,28.50880879,763 days 00:00:00,40,1,14.57487039,37.76894194,-10.23346434,15.17604538,-3.16959925,150 days 05:08:34.285714286,22 days 23:04:36.923076923,0.6023534215,0.3742090755,1.115459128
BKR,FALSE,,,66,70,39,36.84210526,1.30525379,3.997054802,47.01695252,15.11104994,0.08614704954,1,4.050371738,0.4460358087,0,0,9507,9508 days 00:00:00,1000,3444.995309,244.4995309,119.0603986,100,173.7862472,52.06057437,2027 days 00:00:00,38,1,658.3511138,125.6226305,-22.46342857,33.8608645,-10.38589924,267 days 06:51:25.714285712,64 days 19:00:00,0.3103373278,0.09340906694,1.061550006
DDOG,FALSE,,,3,4,106,40.56603774,1.350120147,79.87942728,24.21502607,14.88344941,1.677467973,4,40.61993069,1.528611678,0,0,1327,1328 days 00:00:00,1000,3566.792763,256.6792763,288.7883048,100,619.0874596,49.59028489,723 days 00:00:00,106,0,0,83.89443754,-10.90946914,9.660672015,-3.771335472,12 days 10:36:16.744186046,3 days 09:08:34.285714285,0.9524024809,0.8436775482,1.201041216
WDAY,FALSE,,,13,49,34,48.48484848,1.958859709,10.74918567,37.54344104,13.79006099,0.2325732899,1,8.731601596,0.689204645,0,0,3070,3071 days 00:00:00,1000,2364.964822,136.4964822,446.8063211,100,88.70855504,53.98302915,1637 days 00:00:00,33,1,126.031268,47.36846649,-11.01403597,12.818382,-5.865518212,94 days 16:30:00,26 days 14:07:03.529411765,0.4730978307,0.1995464845,1.089584839
ZM,FALSE,,,3,18,53,34.61538462,1.378218639,36.28750872,32.19868947,13.30524358,0.776692254,2,25.0084727,1.192217799,0,0,1433,1434 days 00:00:00,1000,2616.104678,161.6104678,35.19354789,100,258.6849009,63.50869349,1054 days 00:00:00,52,1,-58.2271738,83.70248879,-14.03233813,17.90775783,-4.60107058,27 days 14:40:00,5 days 17:38:49.411764705,0.7171663,0.4366979899,1.17650556
FANG,FALSE,,,10,11,90,34.44444444,1.329947769,29.31596091,25.22567799,13.16491612,0.6156351792,2,15.52981479,0.8347738164,0,0,3070,3071 days 00:00:00,1000,3270.311019,227.0311019,804.7999791,100,413.6639861,72.27280956,1685 days 00:00:00,90,0,0,122.3008144,-19.30905757,16.17233578,-4.932101644,40 days 22:27:05.806451613,8 days 13:49:49.830508474,0.5536738516,0.2092442822,1.113011536
VZ,TRUE,54,66,,,114,52.63157895,1.203994632,10.97737121,13.49070149,10.75813516,0.2305247954,1,3.109941201,0.3788705915,0,0,10385,10386 days 00:00:00,1000,2537.93997,153.793997,404.9905193,100,628.1407321,51.38404329,5559 days 00:00:00,114,0,0,33.94303776,-14.37683148,6.511483201,-4.832459106,64 days 07:12:00,34 days 10:40:00,0.2662984712,0.0647526103,1.054049137
T,TRUE,68,73,,,158,52.86624204,1.18257338,15.11795859,12.8120853,10.26252731,0.3194992778,1,4.093452001,0.473786304,0,0,10385,10386 days 00:00:00,1000,3924.950693,292.4950693,532.6841299,100,978.8352238,59.06360453,6555 days 00:00:00,157,1,913.453301,44.56770819,-19.25606354,5.922623681,-4.49013539,49 days 09:49:52.771084337,23 days 22:42:09.729729729,0.3353329911,0.08334546551,1.066917489
XEL,TRUE,85,89,,,195,50,1.389320284,14.83634139,12.15895187,9.211327176,0.3131691649,1,3.807808804,0.4493451841,0,0,13076,13077 days 00:00:00,1000,4339.390618,333.9390618,839.8620605,100,709.1806095,49.0678418,7162 days 00:00:00,194,1,980.5539547,37.91645885,-20.96489397,4.789456706,-3.162292249,48 days 19:47:37.731958762,28 days 13:51:20.412371134,0.3227048241,0.08522388245,1.065925156
JD,FALSE,,,7,61,36,36.11111111,1.294134479,13.49325337,25.40224014,7.581017488,0.2833583208,1,7.197936111,0.6284685168,0,0,2668,2669 days 00:00:00,1000,1914.480645,91.44806449,67.36842192,100,129.1391918,61.80530278,972 days 00:00:00,36,0,0,96.33833867,-11.27871882,21.76694181,-7.003373492,82 days 11:04:36.923076924,14 days 13:33:54.782608695,0.4226179908,0.1502763279,1.087717192
PM,TRUE,26,58,,,39,39.47368421,1.478518496,8.99408284,19.03366209,6.554291353,0.1938461538,1,3.689602189,0.4380720006,0,0,4225,4226 days 00:00:00,1000,1591.074954,59.10749536,145.8999766,100,104.5389364,36.72557199,1894 days 00:00:00,38,1,-132.2042058,43.18595255,-16.30776143,12.75836048,-4.875970347,104 days 12:48:00,34 days 02:05:13.043478261,0.3147786246,0.1114385281,1.062885192
AEP,TRUE,74,83,,,171,52.63157895,1.273462115,10.78524125,8.169927658,6.515093826,0.2264900662,1,1.850407456,0.289895806,0,0,15855,15856 days 00:00:00,1000,2397.057629,139.7057629,169.6102066,100,510.4793021,40.35706781,3520 days 00:00:00,171,0,0,26.38141842,-15.38425172,4.954599084,-4.008505421,60 days 13:52:00,38 days 02:40:00,0.2038701087,0.05037193742,1.04228327
PYPL,FALSE,,,14,22,38,35.13513514,1.322820777,15.5006284,17.93032659,5.351107567,0.3343108504,1,5.99430273,0.7983308486,0,0,2387,2388 days 00:00:00,1000,2194.29166,119.429166,136.6112851,100,115.0717235,54.64857929,973 days 00:00:00,37,1,530.8695761,81.3377902,-11.3731798,17.75501145,-5.428938323,72 days 07:23:04.615384615,16 days 00:00:00,0.5528198789,0.233543893,1.110249533
EXC,TRUE,20,25,,,368,50.13623978,1.183855928,28.11398805,6.422998699,4.87916671,0.5920024514,2,3.802430975,0.3967211215,0,0,13054,13055 days 00:00:00,1000,3653.720154,265.3720154,417.6904716,100,1595.097278,55.54765012,4418 days 00:00:00,367,1,296.4796311,41.04311315,-17.52959506,4.108751738,-3.148780133,25 days 00:31:18.260869565,13 days 06:57:02.950819672,0.2827807674,0.06641413705,1.058118213
GEHC,TRUE,12,13,,,37,48.64864865,1.487613869,72.54901961,9.029908938,3.73136733,1.523529412,4,13.75733185,1.55822449,0,0,510,511 days 00:00:00,1000,1334.106631,33.41066307,32.51667023,100,97.47448233,23.87107467,357 days 00:00:00,37,0,0,22.3536944,-7.236689113,4.773627507,-2.693400026,9 days 21:20:00,4 days 10:06:18.947368421,0.9347940814,0.9577783386,1.213496439
ABNB,TRUE,34,35,,,53,54.71698113,1.160770961,50.76628352,4.696196569,3.126485319,1.066091954,3,5.006577377,0.6031488054,0,0,1044,1045 days 00:00:00,1000,1248.898418,24.88984182,-6.723799692,100,122.1203308,30.31848232,707 days 00:00:00,53,0,0,26.50251572,-17.06120933,5.662803491,-5.262947253,10 days 19:51:43.448275862,8 days 17:00:00,0.3921820181,0.2662568515,1.081691683
PM,TRUE,27,50,,,50,52,1.139913837,11.75917215,4.416399625,2.6360512,0.2469426152,1,1.090597273,0.2530944171,0,0,4252,4253 days 00:00:00,1000,1220.819981,22.08199813,192.3871339,100,114.3401536,32.25068967,1770 days 00:00:00,50,0,0,24.85560185,-16.42152378,6.584640164,-5.593895807,61 days 10:09:13.846153846,32 days 10:00:00,0.1858242375,0.0535518525,1.036400225
